Mod,Teff,Log(g),R,Age,L,Log(Tc),Log(Pc),Log(rhoc),Mx/M,Log(qx),Lnu,Log(H/*),Log(He/*),Log(C/*),Log(O/*),M/Msun
58.0,26013.2997,8.1097889,849396300.0,21568820.0,2.354152e+32,7.604851,23.59766,6.779467,0.0,0.0,1.4161e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.7
19.0,25995.5283,7.45316804,1367420000.0,8475183.0,6.084574e+32,7.738311,22.40818,5.996249,0.0,0.0,7.412885e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.4
81.0,25993.9071,9.12076221,354429400.0,309085500.0,4.086746e+31,7.200956,25.90724,8.426892,0.008415007,-0.003670055,1.524715e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.25
63.0,25887.933,8.51772676,618663100.0,90595650.0,1.224983e+32,7.424287,24.47483,7.387847,0.0,0.0,1.389303e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.95
65.0,25827.3842,8.60077726,576855700.0,111612100.0,1.055086e+32,7.390331,24.66437,7.522565,0.0,0.0,5.74805e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.0
60.0,25814.171,8.27621299,749711700.0,42576120.0,1.778498e+32,7.528555,23.94316,7.015929,0.0,0.0,2.285765e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.8
78.0,25753.812,8.99031557,403541900.0,251137300.0,5.10476e+31,7.243311,25.58897,8.192628,0.0,0.0,3.052367e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.2
37.0,25719.6392,7.7235012,1119928000.0,13608790.0,3.910857e+32,7.674464,22.85984,6.288771,0.0,0.0,5.739084e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.5
28.0,25715.8142,7.60040373,1224222000.0,12005290.0,4.670394e+32,7.698768,22.64686,6.150297,0.0,0.0,6.629499e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.45
67.0,25710.1212,8.68735248,535025200.0,137060100.0,8.912446e+31,7.355312,24.86514,7.66642,0.0,0.0,2.496525e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.05
71.0,25696.5639,8.7790943,492725500.0,166234500.0,7.542967e+31,7.321857,25.08135,7.82242,0.0,0.0,1.21486e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.1
62.0,25686.6073,8.43712431,660716100.0,75113300.0,1.354219e+32,7.452023,24.29324,7.259797,0.0,0.0,3.066576e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.9
61.0,25683.4852,8.35696821,704175900.0,58588730.0,1.537482e+32,7.487269,24.11671,7.136316,0.0,0.0,7.967289e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.85
46.0,25669.7476,7.83259532,1035952000.0,14858980.0,3.320453e+32,7.656056,23.05712,6.418208,0.0,0.0,4.567754e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.55
74.0,25660.1522,8.87872061,449204800.0,204286600.0,6.23387e+31,7.284046,25.31917,7.995251,0.0,0.0,5.986183e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.15
57.0,25656.0009,8.02369885,903780700.0,18633330.0,2.521819e+32,7.621234,23.42311,6.661687,0.0,0.0,2.178222e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.65
60.0,25652.3914,8.19497306,797076300.0,32056230.0,1.960393e+32,7.561114,23.77116,6.897698,0.0,0.0,5.235983e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.75
53.0,25651.4495,7.93163076,965419500.0,16196020.0,2.875489e+32,7.639866,23.24366,6.541717,0.0,0.0,3.350095e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.6
59.0,25598.55,8.11121631,848001600.0,23846570.0,2.200325e+32,7.593677,23.59841,6.780011,0.0,0.0,1.14245e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.7
11.0,25592.2341,7.28645997,1549744000.0,3054083.0,7.341495e+32,7.756812,22.14601,5.828597,0.0,0.0,4.971525e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.35
64.0,25483.133,8.51846399,618138300.0,96284630.0,1.148192e+32,7.412632,24.47521,7.388124,0.0,0.0,1.095062e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.95
66.0,25421.9514,8.60143679,576417800.0,117963000.0,9.888772e+31,7.378968,24.66471,7.522818,0.0,0.0,4.604568e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.0
61.0,25421.907,8.27725518,748812700.0,46583580.0,1.668825e+32,7.516126,23.94371,7.016334,0.0,0.0,1.77601e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.8
3.0,25396.3512,7.1099743,1758042000.0,500000.0,9.161696e+32,7.685276,21.8881,5.666877,0.0,0.0,1.197599e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.3
20.0,25390.3101,7.45971467,1357152000.0,9532544.0,5.454575e+32,7.729312,22.41202,5.998839,0.0,0.0,6.590042e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.4
79.0,25376.766,8.99072445,403352000.0,261921800.0,4.80779e+31,7.232687,25.58927,8.19286,0.0,0.0,2.604623e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.2
83.0,25376.2546,9.28582309,298893100.0,498735800.0,2.639818e+31,7.110977,26.30996,8.724974,0.4726404329,-0.2778932,3.562952e+27,-3.999873,-1.999887,-0.3054398,-0.3054398,1.3
82.0,25358.6357,9.12130641,354207400.0,334669400.0,3.697011e+31,7.184602,25.90754,8.427127,0.0362747323,-0.01604675,1.174635e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.25
68.0,25308.0822,8.68797248,534643400.0,144295800.0,8.35598e+31,7.344192,24.86553,7.666705,0.0,0.0,2.036855e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.05
72.0,25301.2218,8.77962621,492423800.0,174456600.0,7.080698e+31,7.310929,25.08164,7.82263,0.0,0.0,1.008614e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.1
62.0,25289.1489,8.35788256,703435000.0,63280310.0,1.442171e+32,7.475075,24.11718,7.136665,0.0,0.0,6.180095e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.85
63.0,25288.4099,8.43794524,660092000.0,80347610.0,1.269776e+32,7.440113,24.29368,7.260119,0.0,0.0,2.392277e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.9
75.0,25276.4271,8.87919237,448960900.0,213744400.0,5.862891e+31,7.27329,25.31946,7.995477,0.0,0.0,5.047892e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.15
61.0,25262.4881,8.19615409,795993300.0,35379000.0,1.838888e+32,7.548829,23.77179,6.89816,0.0,0.0,4.112907e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.75
58.0,25221.3345,8.0253877,902025100.0,20435460.0,2.346073e+32,7.611295,23.42394,6.662287,0.0,0.0,1.798607e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.65
60.0,25196.249,8.11260349,846648400.0,26356660.0,2.058646e+32,7.582228,23.59914,6.780543,0.0,0.0,9.170282e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.7
38.0,25184.071,7.72696194,1115475000.0,14679500.0,3.566608e+32,7.66694,22.8615,6.28991,0.0,0.0,5.009837e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.5
54.0,25180.9292,7.93372213,963097800.0,17593370.0,2.657417e+32,7.631248,23.24461,6.542393,0.0,0.0,2.833019e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.6
47.0,25166.1958,7.83524552,1032796000.0,16032090.0,3.048815e+32,7.648302,23.05833,6.419052,0.0,0.0,3.936268e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.55
29.0,25162.8956,7.60498167,1217787000.0,13048700.0,4.236595e+32,7.690845,22.64926,6.151924,0.0,0.0,5.84417e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.45
65.0,25084.3038,8.51918633,617624400.0,102185700.0,1.07619e+32,7.401032,24.47557,7.388391,0.0,0.0,8.650796e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,0.95
62.0,25034.4698,8.27827849,747931000.0,50804660.0,1.565701e+32,7.503735,23.94424,7.016725,0.0,0.0,1.378653e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.8
67.0,25023.3312,8.60209754,575979500.0,124558700.0,9.268865e+31,7.367657,24.66507,7.523094,0.0,0.0,3.698736e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.0
80.0,25005.5392,8.99110546,403175100.0,273037800.0,4.528603e+31,7.222097,25.58952,8.193049,0.0,0.0,2.22561e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.2
73.0,24913.2332,8.78013976,492132800.0,182981700.0,6.648396e+31,7.300034,25.08189,7.822824,0.0,0.0,8.393756e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.1
69.0,24913.1055,8.68858082,534269100.0,151812000.0,7.835443e+31,7.333106,24.86591,7.666982,0.0,0.0,1.666193e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.05
12.0,24902.7121,7.29496166,1534649000.0,3931572.0,6.454113e+32,7.750612,22.14994,5.831229,0.0,0.0,4.673532e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.35
63.0,24900.0393,8.35878214,702706900.0,68168340.0,1.352635e+32,7.462941,24.11764,7.137008,0.0,0.0,4.796167e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.85
76.0,24899.3098,8.87965533,448721700.0,223547600.0,5.514871e+31,7.262558,25.31976,7.995706,0.0,0.0,4.26399e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.15
64.0,24895.7255,8.43875344,659478100.0,85783180.0,1.190507e+32,7.428259,24.29411,7.260434,0.0,0.0,1.868945e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.9
62.0,24878.5249,8.1973138,794931200.0,38946270.0,1.725002e+32,7.536476,23.7724,6.898612,0.0,0.0,3.221012e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.75
21.0,24813.608,7.46594472,1347452000.0,10659630.0,4.904769e+32,7.720308,22.41567,6.001304,0.0,0.0,5.848463e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.4
61.0,24803.3401,8.11395641,845330700.0,29112890.0,1.927196e+32,7.570529,23.59985,6.781063,0.0,0.0,7.323536e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.7
59.0,24801.7966,8.0270278,900323500.0,22438130.0,2.185555e+32,7.600964,23.42476,6.662883,0.0,0.0,1.476353e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.65
55.0,24725.0682,7.93574931,960852600.0,19137820.0,2.458643e+32,7.622255,23.24556,6.543062,0.0,0.0,2.383464e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.6
84.0,24718.5363,9.2863085,298726100.0,536805200.0,2.373938e+31,7.091546,26.31017,8.725131,0.5146986906,-0.3139885,2.626217e+27,-3.999873,-1.999887,-0.3054398,-0.3054398,1.3
83.0,24715.5762,9.12191324,353960000.0,366218800.0,3.331374e+31,7.165056,25.90795,8.427447,0.0799185615,-0.03617373,8.841444e+27,-3.999873,-1.999887,-0.3054398,-0.3054398,1.25
66.0,24691.5208,8.51989466,617120900.0,108305800.0,1.008704e+32,7.389484,24.47592,7.388649,0.0,0.0,6.850243e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,0.95
48.0,24681.0973,7.83779804,1029765000.0,17315900.0,2.803923e+32,7.640245,23.05951,6.419874,0.0,0.0,3.377979e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.55
39.0,24670.6892,7.73026732,1111238000.0,15831060.0,3.259653e+32,7.65926,22.86308,6.291004,0.0,0.0,4.363731e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.5
63.0,24651.9636,8.27928309,747066500.0,55236440.0,1.468779e+32,7.491391,23.94475,7.017105,0.0,0.0,1.069528e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.8
81.0,24640.8605,8.99146607,403007800.0,284485300.0,4.266603e+31,7.211553,25.58973,8.193205,0.0,0.0,1.904565e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.2
68.0,24631.078,8.60275636,575542800.0,131414900.0,8.688022e+31,7.356384,24.66546,7.523385,0.0,0.0,2.978728e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.0
30.0,24621.6254,7.60940555,1211600000.0,14172750.0,3.844302e+32,7.682795,22.65155,6.153491,0.0,0.0,5.138533e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.45
74.0,24532.9346,8.78064343,491847500.0,191818500.0,6.244402e+31,7.289183,25.08215,7.82302,0.0,0.0,7.002515e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.1
77.0,24528.4057,8.88010594,448489000.0,233701300.0,5.188153e+31,7.251852,25.32005,7.995932,0.0,0.0,3.608016e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.15
70.0,24524.9542,8.68917269,533905200.0,159616100.0,7.348404e+31,7.322053,24.86626,7.66724,0.0,0.0,1.366537e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.05
64.0,24516.2957,8.35966927,701989500.0,73255130.0,1.268565e+32,7.450868,24.1181,7.13735,0.0,0.0,3.724804e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.85
65.0,24508.6088,8.43954756,658875400.0,91424780.0,1.116126e+32,7.41646,24.29452,7.260738,0.0,0.0,1.462435e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.9
63.0,24499.7837,8.19845283,793889400.0,42754210.0,1.618084e+32,7.524088,23.77299,6.899051,0.0,0.0,2.516286e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.75
62.0,24419.8402,8.11527491,844048500.0,32119380.0,1.805253e+32,7.558634,23.60054,6.781568,0.0,0.0,5.822493e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.7
60.0,24394.7908,8.02862295,898671600.0,24657020.0,2.038086e+32,7.590273,23.42558,6.663474,0.0,0.0,1.204844e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.65
67.0,24305.0869,8.52059368,616624500.0,114653200.0,9.455015e+31,7.377992,24.47627,7.388909,0.0,0.0,5.438129e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,0.95
56.0,24288.4273,7.93770202,958694900.0,20839830.0,2.279242e+32,7.612915,23.24649,6.543728,0.0,0.0,1.995796e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.6
82.0,24282.942,8.99181618,402845300.0,296283300.0,4.020813e+31,7.201052,25.58992,8.193344,0.0,0.0,1.632027e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.2
64.0,24274.4969,8.28026991,746218200.0,59877560.0,1.377732e+32,7.479097,23.94525,7.017475,0.0,0.0,8.293953e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.8
22.0,24253.7746,7.47193935,1338185000.0,11869340.0,4.415517e+32,7.711225,22.41916,6.003664,0.0,0.0,5.177437e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.4
69.0,24245.0769,8.6034085,575110900.0,138539700.0,8.143843e+31,7.345148,24.66585,7.523681,0.0,0.0,2.405163e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.0
13.0,24241.1519,7.30340881,1519796000.0,4982800.0,5.6835e+32,7.743669,22.15422,5.834092,0.0,0.0,4.338349e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.35
49.0,24214.0502,7.84025733,1026854000.0,18722190.0,2.582966e+32,7.631874,23.06066,6.420676,0.0,0.0,2.886288e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.55
4.0,24200.7991,7.12192944,1734010000.0,750000.0,7.34944e+32,7.684578,21.88914,5.667547,0.0,0.0,1.195095e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.3
40.0,24175.3685,7.73344786,1107177000.0,17079480.0,2.983721e+32,7.651356,22.86462,6.292063,0.0,0.0,3.78853e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.5
78.0,24163.4118,8.88054084,448264500.0,244209500.0,4.881279e+31,7.241178,25.32033,7.996146,0.0,0.0,3.058238e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.15
75.0,24159.6945,8.78113817,491567400.0,200987800.0,5.866295e+31,7.278362,25.08241,7.823219,0.0,0.0,5.854704e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.1
71.0,24143.5046,8.68974329,533554500.0,167713200.0,6.892724e+31,7.311034,24.86657,7.667472,0.0,0.0,1.123744e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.05
65.0,24137.9077,8.36054405,701282900.0,78545380.0,1.189644e+32,7.438851,24.11856,7.137691,0.0,0.0,2.895086e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.85
66.0,24127.0354,8.44032581,658285300.0,97277700.0,1.046348e+32,7.404713,24.29492,7.261031,0.0,0.0,1.146343e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.9
64.0,24126.1447,8.19957107,792868000.0,46797560.0,1.517699e+32,7.511694,23.77357,6.899477,0.0,0.0,1.961935e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.75
31.0,24105.7756,7.61361673,1205740000.0,15373990.0,3.498032e+32,7.674669,22.65374,6.154986,0.0,0.0,4.510516e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.45
84.0,24094.2355,9.12256976,353692600.0,402197000.0,3.004253e+31,7.145635,25.90849,8.427855,0.1299541436,-0.06045786,6.635467e+27,-3.999873,-1.999887,-0.3054398,-0.3054398,1.25
63.0,24044.0291,8.11656355,842797100.0,35382590.0,1.691637e+32,7.546575,23.60122,6.78206,0.0,0.0,4.609499e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.7
85.0,24034.0924,9.28677943,298564200.0,577474200.0,2.119427e+31,7.070779,26.31031,8.725234,0.5620288138,-0.3585545,1.883803e+27,-3.999873,-1.999887,-0.3054398,-0.3054398,1.3
61.0,24001.3703,8.03016854,897073900.0,27103540.0,1.902973e+32,7.579267,23.42638,6.664054,0.0,0.0,9.780019e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.65
83.0,23931.8702,8.99215984,402686000.0,308455400.0,3.790282e+31,7.19058,25.59009,8.193471,0.0,0.0,1.400008e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.2
68.0,23924.915,8.52128976,616130500.0,121240600.0,8.862966e+31,7.366554,24.47664,7.389187,0.0,0.0,4.328157e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,0.95
65.0,23902.1032,8.28123956,745385600.0,64727800.0,1.292226e+32,7.466854,23.94574,7.017837,0.0,0.0,6.430634e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.8
57.0,23867.8808,7.93959279,956610300.0,22723160.0,2.116204e+32,7.603192,23.24741,6.544392,0.0,0.0,1.661871e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.6
70.0,23865.3474,8.60404933,574686700.0,145939400.0,7.634231e+31,7.333949,24.66624,7.523971,0.0,0.0,1.947285e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.0
79.0,23804.1899,8.88095692,448049800.0,255076600.0,4.593018e+31,7.230537,25.32059,7.996343,0.0,0.0,2.596685e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.15
76.0,23793.1265,8.78162256,491293300.0,210501000.0,5.512134e+31,7.26757,25.08268,7.823419,0.0,0.0,4.905411e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.1
72.0,23769.0092,8.69029064,533218400.0,176107600.0,6.466758e+31,7.300054,24.86684,7.667674,0.0,0.0,9.265863e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.05
66.0,23764.7911,8.36140538,700587800.0,84043400.0,1.115561e+32,7.426887,24.11902,7.138027,0.0,0.0,2.252279e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.85
50.0,23761.2268,7.8426361,1024045000.0,20264170.0,2.382021e+32,7.623174,23.06177,6.421461,0.0,0.0,2.454978e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.55
65.0,23757.5438,8.2006684,791867000.0,51072810.0,1.423451e+32,7.499312,23.77413,6.89989,0.0,0.0,1.527289e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.75
67.0,23751.1983,8.4410872,657708500.0,103347100.0,9.809368e+31,7.393018,24.29529,7.26131,0.0,0.0,9.002867e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,0.9
23.0,23714.4164,7.47766793,1329388000.0,13159510.0,3.982772e+32,7.702111,22.42248,6.005911,0.0,0.0,4.575426e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.4
41.0,23701.8147,7.73649844,1103295000.0,18434550.0,2.737421e+32,7.643212,22.8661,6.293089,0.0,0.0,3.277717e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.5
64.0,23674.4205,8.11782627,841572800.0,38903290.0,1.585378e+32,7.534394,23.60187,6.78254,0.0,0.0,3.63574e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.7
62.0,23618.9965,8.03167015,895524400.0,29794960.0,1.778413e+32,7.567961,23.42716,6.664621,0.0,0.0,7.894853e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.65
14.0,23612.0293,7.31165585,1505435000.0,6199153.0,5.019831e+32,7.736046,22.15869,5.83709,0.0,0.0,3.981743e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.35
32.0,23601.7569,7.61768945,1200100000.0,16670890.0,3.18452e+32,7.666375,22.65585,6.15643,0.0,0.0,3.947468e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.45
84.0,23589.4071,8.99249908,402528700.0,320955400.0,3.575147e+31,7.180182,25.59026,8.19359,0.0,0.0,1.202968e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.2
69.0,23550.549,8.52198073,615640600.0,128082400.0,8.307888e+31,7.355158,24.47702,7.389476,0.0,0.0,3.453174e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,0.95
66.0,23534.8633,8.28219309,744567800.0,69787680.0,1.211957e+32,7.454664,23.94622,7.018195,0.0,0.0,4.986187e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.8
71.0,23491.77,8.60467445,574273300.0,153620800.0,7.157018e+31,7.322789,24.6666,7.524243,0.0,0.0,1.580933e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.0
58.0,23461.2443,7.94142665,954592700.0,24804830.0,1.967308e+32,7.593099,23.24833,6.545049,0.0,0.0,1.376037e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.6
80.0,23450.8359,8.88135216,447846000.0,266307400.0,4.322377e+31,7.219933,25.32082,7.996513,0.0,0.0,2.208471e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.15
85.0,23446.8668,9.12326293,353410400.0,443031400.0,2.689862e+31,7.124663,25.90905,8.428272,0.185168162,-0.08893201,4.850086e+27,-3.999873,-1.999887,-0.3054398,-0.3054398,1.25
77.0,23432.857,8.78209484,491026300.0,220367000.0,5.180151e+31,7.256808,25.08293,7.823616,0.0,0.0,4.118672e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.1
86.0,23415.4799,9.28724761,298403300.0,617842500.0,1.907443e+31,7.05157,26.31054,8.725407,0.5985830845,-0.3964043,1.380592e+27,-3.999873,-1.999887,-0.3054398,-0.3054398,1.3
5.0,23414.4853,7.13018949,1717599000.0,1000000.0,6.318498e+32,7.6839,21.89006,5.668145,0.0,0.0,1.191552e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.3
73.0,23401.7635,8.69082287,532891800.0,184808600.0,6.068822e+31,7.289123,24.86709,7.667865,0.0,0.0,7.661525e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.05
67.0,23396.9495,8.36225166,699905600.0,89752880.0,1.046039e+32,7.414976,24.11946,7.138353,0.0,0.0,1.754126e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.85
66.0,23393.9474,8.20174502,790886100.0,55577190.0,1.334977e+32,7.486953,23.77467,6.900291,0.0,0.0,1.1874e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.75
68.0,23381.0548,8.44183374,657143500.0,109639800.0,9.196208e+31,7.381377,24.29566,7.26158,0.0,0.0,7.0851e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,0.9
51.0,23330.0166,7.84491572,1021361000.0,21950510.0,2.20217e+32,7.614168,23.06286,6.42223,0.0,0.0,2.079425e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.55
65.0,23310.7971,8.11906343,840375000.0,42678370.0,1.485959e+32,7.522137,23.6025,6.783006,0.0,0.0,2.858915e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.7
63.0,23246.2172,8.03313064,894019900.0,32740460.0,1.663166e+32,7.5564,23.42792,6.665171,0.0,0.0,6.34034e+31,-3.999873,-1.999887,-0.3054398,-0.3054398,0.65
42.0,23236.1001,7.73946649,1099531000.0,19913430.0,2.511309e+32,7.634777,22.86754,6.294087,0.0,0.0,2.823584e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.5
24.0,23197.2824,7.4831389,1321041000.0,14537000.0,3.600917e+32,7.692945,22.42564,6.008054,0.0,0.0,4.035728e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.4
70.0,23181.9702,8.52266276,615157400.0,135186700.0,7.787639e+31,7.343804,24.4774,7.389768,0.0,0.0,2.762092e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,0.95
67.0,23172.7924,8.28313166,743763700.0,75059260.0,1.13662e+32,7.442527,23.9467,7.018552,0.0,0.0,3.867095e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.8
72.0,23124.5175,8.6052791,573873600.0,161589600.0,6.710505e+31,7.311668,24.66692,7.524488,0.0,0.0,1.28712e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,1.0
33.0,23120.844,7.62157537,1194743000.0,18061210.0,2.906668e+32,7.657961,22.65787,6.157813,0.0,0.0,3.447419e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.45
85.0,23109.9734,8.99298678,402302800.0,339705400.0,3.289545e+31,7.165305,25.59048,8.193753,0.0,0.0,9.692311e+27,-3.999873,-1.999887,-0.3054398,-0.3054398,1.2
81.0,23104.0214,8.88173675,447647700.0,277909100.0,4.068694e+31,7.209375,25.32103,7.996674,0.0,0.0,1.881553e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.15
78.0,23078.5513,8.78255307,490767300.0,230593700.0,4.868749e+31,7.246081,25.08318,7.823808,0.0,0.0,3.465363e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.1
59.0,23070.0916,7.94319822,952647700.0,27099020.0,1.831867e+32,7.582662,23.24923,6.545698,0.0,0.0,1.133165e+32,-3.999873,-1.999887,-0.3054398,-0.3054398,0.6
74.0,23041.2818,8.69134306,532572700.0,193836200.0,5.696609e+31,7.27823,24.86734,7.668052,0.0,0.0,6.351312e+28,-3.999873,-1.999887,-0.3054398,-0.3054398,1.05
67.0,23035.3787,8.20280186,789924400.0,60308480.0,1.251943e+32,7.474625,23.7752,6.900682,0.0,0.0,9.222155e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.75
68.0,23034.5139,8.3630806,699237900.0,95677870.0,9.808399e+31,7.403115,24.11988,7.138667,0.0,0.0,1.367874e+30,-3.999873,-1.999887,-0.3054398,-0.3054398,0.85
69.0,23016.7685,8.44257144,656585600.0,116164100.0,8.621684e+31,7.369792,24.29602,7.261855,0.0,0.0,5.588498e+29,-3.999873,-1.999887,-0.3054398,-0.3054398,0.9
