Mod,Teff,Log(g),R,Age,L,Log(Tc),Log(Pc),Log(rhoc),Mx/M,Log(qx),Lnu,Log(H/*),Log(He/*),Log(C/*),Log(O/*),M/Msun
217.0,2289.5069,8.92396165,426406600.0,7185949000.0,3.55998e+27,4.96416,25.3289,8.002551,0.9999365571,-4.197617,2497996000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.15
245.0,2291.8921,7.97195142,882391800.0,11305190000.0,1.530846e+28,5.461943,23.10001,6.449048,0.9898718684,-1.994471,1.641188e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.55
220.0,2292.7793,7.79560207,977824800.0,10935510000.0,1.882795e+28,5.558624,22.71616,6.199076,0.98939381,-1.974441,7.803418e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.45
215.0,2293.4592,8.82757724,465976000.0,7985126000.0,4.280782e+27,5.018024,25.09186,7.830333,0.9998167828,-3.737034,5380092000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.1
219.0,2294.1607,9.32209179,286669600.0,4163022000.0,1.622148e+27,4.736366,26.31388,8.727883,0.9999992849,-6.145629,110873000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.3
219.0,2296.6694,8.73943653,503885900.0,8722290000.0,5.033735e+27,5.066032,24.87663,7.675052,0.9995174273,-3.316437,11160410000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.05
220.0,2297.8335,8.65701599,540689300.0,9373990000.0,5.807668e+27,5.10962,24.67707,7.532087,0.9988931407,-2.955908,22926350000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.0
154.0,2304.784,7.1668863,1344397000.0,8201764000.0,3.634195e+28,5.957878,21.39218,5.369346,0.7882450641,-0.6741665,4.527676e+19,-9.99986,-1.999884,-0.305396,-0.305396,0.2
249.0,2310.1816,8.13124961,798523500.0,11396700000.0,1.294171e+28,5.384614,23.45366,6.684005,0.990328379,-2.014501,4316906000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.65
247.0,2310.7692,8.20704643,759419300.0,11324240000.0,1.171714e+28,5.34577,23.62453,6.799197,0.990764313,-2.034531,2135727000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.7
232.0,2318.3186,7.886517,928287100.0,11050000000.0,1.773736e+28,5.517753,22.91315,6.326708,0.98939381,-1.974441,4.091642e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.5
207.0,2326.6791,7.69746284,1032178000.0,10514170000.0,2.224778e+28,5.627682,22.50557,6.063984,0.9888931867,-1.954411,2.263211e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.4
248.0,2326.8859,8.05317246,839354100.0,11336940000.0,1.471712e+28,5.431434,23.27945,6.567678,0.9898718684,-1.994471,9747194000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.6
195.0,2326.9308,7.58983883,1092875000.0,10107530000.0,2.495208e+28,5.692251,22.27667,5.9187,0.9888931867,-1.954411,5.938762e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.35
239.0,2328.0736,8.28134578,721628300.0,11173550000.0,1.090049e+28,5.314095,23.79378,6.914404,0.9911805978,-2.054561,1170123000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.75
214.0,2328.1704,9.16055125,338559600.0,5254977000.0,2.399725e+27,4.847083,25.91458,8.43236,0.9999944723,-5.257455,504797800000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.25
224.0,2330.5696,8.50266666,612694200.0,10245000000.0,7.89165e+27,5.202026,24.30867,7.271267,0.9944391816,-2.254861,129801500000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.9
216.0,2333.319,9.03259064,384371400.0,6267242000.0,3.120547e+27,4.922352,25.59746,8.199,0.9999758996,-4.617976,1411429000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.2
230.0,2341.2045,8.35489255,684785500.0,10855080000.0,1.003919e+28,5.28144,23.9631,7.030696,0.9915781192,-2.074591,618099000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.8
227.0,2342.5905,8.42840585,648578200.0,10587900000.0,9.026974e+27,5.244462,24.13411,7.149235,0.9923202164,-2.114651,300865300000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.85
173.0,2351.3756,7.33113951,1244102000.0,8980874000.0,3.371569e+28,5.864251,21.73352,5.579337,0.9631766276,-1.433876,8.600048e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.25
179.0,2352.1267,7.46938773,1162312000.0,9566269000.0,2.946592e+28,5.777421,22.02273,5.759166,0.9878199348,-1.91435,2.143943e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.3
244.0,2353.4493,7.97193239,882411100.0,11139960000.0,1.702132e+28,5.484063,23.10001,6.449048,0.9898718684,-1.994471,2.360121e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.55
219.0,2354.0263,7.79557108,977859700.0,10703860000.0,2.092331e+28,5.581145,22.71616,6.199075,0.98939381,-1.974441,1.117642e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.45
216.0,2354.7286,8.9239587,426408000.0,7177333000.0,3.983329e+27,4.9912,25.3289,8.002551,0.9999123912,-4.057452,3668015000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.15
220.0,2354.8898,8.57851642,576845400.0,9856562000.0,7.291773e+27,5.172398,24.4888,7.398284,0.9969468454,-2.515251,70355620000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.95
153.0,2358.7489,7.1667091,1344672000.0,7841764000.0,3.988332e+28,5.979917,21.39205,5.369255,0.7382314927,-0.5820826,6.582122e+19,-9.99986,-1.999884,-0.305396,-0.305396,0.2
214.0,2362.1556,8.82757457,465977400.0,7970199000.0,4.817212e+27,5.045798,25.09186,7.830333,0.9997469763,-3.596839,8094499000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.1
218.0,2362.4068,9.32209,286670200.0,4161890000.0,1.823962e+27,4.767465,26.31388,8.727883,0.9999989767,-5.989993,170498100000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.3
218.0,2367.1785,8.73943141,503888900.0,8697175000.0,5.681009e+27,5.094054,24.87663,7.675052,0.9993635883,-3.196262,17198580000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.05
219.0,2368.3082,8.65700969,540693300.0,9334793000.0,6.553704e+27,5.137178,24.67707,7.532087,0.9985402759,-2.835729,36028420000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.0
246.0,2368.8533,8.20703635,759428100.0,11234070000.0,1.294071e+28,5.366914,23.62453,6.799197,0.990328379,-2.014501,3067329000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.7
248.0,2369.5945,8.13123574,798536200.0,11285700000.0,1.432575e+28,5.406085,23.45366,6.684005,0.990328379,-2.014501,6201443000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.65
231.0,2381.1882,7.88649318,928312600.0,10852810000.0,1.974219e+28,5.54016,22.91315,6.326706,0.98939381,-1.974441,5.879365e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.5
247.0,2387.927,8.05315575,839370200.0,11201260000.0,1.632388e+28,5.453129,23.27945,6.567677,0.9898718684,-1.994471,1.397866e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.6
206.0,2390.2851,7.69741881,1032230000.0,10251450000.0,2.47847e+28,5.650768,22.50556,6.063977,0.9888931867,-1.954411,3.25272e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.4
194.0,2390.67,7.58977862,1092951000.0,9816052000.0,2.780428e+28,5.715805,22.27664,5.918684,0.9888931867,-1.954411,8.597528e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.35
238.0,2390.9252,8.28133637,721636100.0,11092730000.0,1.212642e+28,5.336663,23.79378,6.914404,0.990764313,-2.034531,1732116000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.75
152.0,2393.6463,7.16659342,1344851000.0,7601764000.0,4.230777e+28,5.994459,21.39196,5.369194,0.7047161735,-0.5297603,8.258629e+19,-9.99986,-1.999884,-0.305396,-0.305396,0.2
223.0,2394.8423,8.50265917,612699400.0,10176660000.0,8.799027e+27,5.226074,24.30867,7.271267,0.9936140015,-2.194771,203793300000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.9
215.0,2396.9898,9.03258871,384372300.0,6262154000.0,3.475369e+27,4.948879,25.59746,8.199,0.9999667254,-4.477887,2045331000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.2
213.0,2402.4266,9.16054958,338560300.0,5251980000.0,2.72085e+27,4.879042,25.91458,8.43236,0.9999920165,-5.097807,786563400000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.25
226.0,2407.8488,8.42839978,648582700.0,10519830000.0,1.00758e+28,5.268497,24.13411,7.149235,0.9919577228,-2.094621,457329900000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.85
243.0,2416.4921,7.9719139,882429900.0,10974500000.0,1.892056e+28,5.506158,23.10001,6.449049,0.9898718684,-1.994471,3.388526e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.55
178.0,2416.676,7.46930535,1162422000.0,9261913000.0,3.284228e+28,5.801234,22.02268,5.759132,0.9878199348,-1.91435,3.13495e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.3
172.0,2417.9735,7.33100505,1244295000.0,8632954000.0,3.771244e+28,5.889484,21.73346,5.579302,0.9498492048,-1.299722,1.329186e+19,-9.99986,-1.999885,-0.305396,-0.305396,0.25
218.0,2418.1222,7.79553666,977898400.0,10474720000.0,2.329874e+28,5.603871,22.71616,6.199073,0.98939381,-1.974441,1.604435e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.45
215.0,2421.8055,8.92395609,426409300.0,7167647000.0,4.456997e+27,5.018042,25.3289,8.002551,0.9998790168,-3.917275,5389883000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.15
229.0,2423.5001,8.35488206,684793700.0,10766100000.0,1.15272e+28,5.311123,23.9631,7.030696,0.9911805978,-2.054561,1040730000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.8
245.0,2428.5085,8.20702497,759438000.0,11142730000.0,1.429471e+28,5.388048,23.62453,6.799196,0.990328379,-2.014501,4397325000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.7
219.0,2428.7765,8.57850951,576850000.0,9789954000.0,8.251026e+27,5.200014,24.4888,7.398284,0.9959734913,-2.395071,113822000000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.95
151.0,2429.3296,7.16647094,1345040000.0,7361764000.0,4.490021e+28,6.009123,21.39187,5.369126,0.6651167655,-0.4751066,1.033726e+20,-9.99986,-1.999884,-0.305396,-0.305396,0.2
247.0,2430.5013,8.13122136,798549400.0,11173450000.0,1.585693e+28,5.427538,23.45366,6.684005,0.990328379,-2.014501,8893155000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.65
213.0,2432.6938,8.82757019,465979800.0,7953292000.0,5.418959e+27,5.073396,25.09186,7.830333,0.9996505699,-3.45664,12214790000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.1
217.0,2432.7245,9.32208029,286673400.0,4160624000.0,2.05106e+27,4.798463,26.31388,8.727883,0.9999984628,-5.813261,261849400000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.3
218.0,2440.7007,8.6570005,540699000.0,9292468000.0,7.392668e+27,5.16443,24.67707,7.532087,0.9979840509,-2.69552,56779820000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.0
217.0,2440.8451,8.7394262,503891900.0,8668583000.0,6.421959e+27,5.122274,24.87663,7.675052,0.9991210902,-3.056056,26818500000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.05
237.0,2444.593,8.28132896,721642300.0,11017590000.0,1.325263e+28,5.355951,23.79378,6.914404,0.990764313,-2.034531,2414097000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.75
230.0,2445.3451,7.88646763,928339900.0,10657390000.0,2.19587e+28,5.562461,22.91314,6.326704,0.98939381,-1.974441,8.420898e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.5
246.0,2453.5003,8.05313773,839387600.0,11059300000.0,1.819289e+28,5.475589,23.27945,6.567676,0.9898718684,-1.994471,2.029137e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.6
205.0,2455.1811,7.69737266,1032285000.0,9994724000.0,2.759085e+28,5.673771,22.50555,6.063969,0.9888931867,-1.954411,4.663632e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.4
193.0,2455.7394,7.58971857,1093026000.0,9533094000.0,3.096151e+28,5.739303,22.27663,5.918673,0.9883689334,-1.93438,1.244692e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.35
214.0,2463.7672,9.03258662,384373200.0,6256469000.0,3.879153e+27,4.975721,25.59746,8.199,0.999956125,-4.357783,2980303000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.2
150.0,2464.3193,7.16634822,1345230000.0,7121764000.0,4.755688e+28,6.0237,21.39177,5.369055,0.6244290744,-0.425308,1.286615e+20,-9.99986,-1.999884,-0.305396,-0.305396,0.2
222.0,2471.4687,8.50264989,612706000.0,10104200000.0,9.9806e+27,5.253726,24.30867,7.271266,0.992666371,-2.134681,328169100000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.9
242.0,2481.0013,7.97189432,882449800.0,10809040000.0,2.102422e+28,5.528249,23.10001,6.449049,0.9898718684,-1.994471,4.856919e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.55
212.0,2481.5565,9.16054748,338561100.0,5248550000.0,3.097439e+27,4.911729,25.91458,8.43236,0.9999884649,-4.937977,1238702000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.25
217.0,2483.7244,7.79549962,977940100.0,10248460000.0,2.593404e+28,5.626609,22.71615,6.199067,0.98939381,-1.974441,2.301531e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.45
177.0,2484.1562,7.46921315,1162545000.0,8965950000.0,3.667476e+28,5.825091,22.02263,5.759085,0.9872450227,-1.89432,4.608803e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.3
171.0,2485.6934,7.33086457,1244496000.0,8293404000.0,4.213173e+28,5.914721,21.73341,5.579274,0.9309463616,-1.160813,2.070396e+19,-9.99986,-1.999885,-0.305396,-0.305396,0.25
214.0,2487.9219,8.92395399,426410300.0,7157269000.0,4.96403e+27,5.043745,25.3289,8.002551,0.9998404545,-3.797115,7810599000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.15
225.0,2490.8815,8.42839154,648588900.0,10444300000.0,1.15394e+28,5.297875,24.13411,7.149235,0.9915781192,-2.074591,765319300000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.85
218.0,2491.8669,8.57850301,576854300.0,9723345000.0,9.14247e+27,5.222934,24.4888,7.398283,0.9949291744,-2.294921,171631300000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.95
246.0,2493.0002,8.13120602,798563500.0,11060020000.0,1.755255e+28,5.449004,23.45366,6.684004,0.9898718684,-1.994471,1.274e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.65
244.0,2493.9521,8.2070115,759449800.0,11044350000.0,1.589947e+28,5.410355,23.62453,6.799196,0.990328379,-2.014501,6426437000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.7
228.0,2495.3317,8.35487326,684800700.0,10682820000.0,1.295608e+28,5.336476,23.9631,7.030696,0.9911805978,-2.054561,1618774000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.8
149.0,2500.1029,7.16621804,1345432000.0,6881764000.0,5.039496e+28,6.038517,21.39165,5.368977,0.5725069279,-0.3690709,1.608396e+20,-9.99986,-1.999884,-0.305396,-0.305396,0.2
236.0,2504.8792,8.28131969,721650000.0,10941390000.0,1.46094e+28,5.376811,23.79378,6.914404,0.990764313,-2.034531,3455371000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.75
212.0,2505.7179,8.82756587,465982100.0,7934211000.0,6.099568e+27,5.100954,25.09186,7.830333,0.9995391775,-3.336466,18555910000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.1
216.0,2506.7591,9.32207094,286676400.0,4159188000.0,2.312418e+27,4.829946,26.31388,8.727883,0.9999977877,-5.655157,404904700000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.3
229.0,2512.9532,7.88643933,928370100.0,10459010000.0,2.44913e+28,5.585189,22.91314,6.326704,0.98939381,-1.974441,1.213517e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.5
216.0,2514.3968,8.73941944,503895800.0,8637383000.0,7.231839e+27,5.149455,24.87663,7.675052,0.9988408968,-2.935878,41501710000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.05
245.0,2515.2478,8.05312192,839402900.0,10921230000.0,2.009537e+28,5.496844,23.27945,6.567677,0.9898718684,-1.994471,2.878519e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.6
217.0,2516.8084,8.65699348,540703400.0,9240968000.0,8.358931e+27,5.192153,24.67707,7.532087,0.9973413634,-2.575341,90806690000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.0
204.0,2522.9239,7.6973229,1032344000.0,9739718000.0,3.076786e+28,5.697086,22.50553,6.063959,0.9888931867,-1.954411,6.723045e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.4
192.0,2523.4477,7.58965786,1093103000.0,9254896000.0,3.452479e+28,5.763061,22.27661,5.918661,0.9883689334,-1.93438,1.806653e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.35
213.0,2532.6953,9.03258396,384374400.0,6250148000.0,4.331843e+27,5.002484,25.59746,8.199,0.9999394156,-4.217639,4345118000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.2
148.0,2535.5874,7.16609019,1345630000.0,6641764000.0,5.333322e+28,6.053299,21.39154,5.3689,0.5252291573,-0.323516,2.011457e+20,-9.99986,-1.999884,-0.305396,-0.305396,0.2
221.0,2538.8248,8.50264425,612710000.0,10038890000.0,1.111406e+28,5.277338,24.30867,7.271266,0.9923202164,-2.114651,493978800000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.9
241.0,2546.8977,7.97187189,882472600.0,10643770000.0,2.334965e+28,5.550322,23.10001,6.449047,0.98939381,-1.974441,6.951082e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.55
216.0,2550.6952,7.79546196,977982500.0,10025580000.0,2.884885e+28,5.649311,22.71614,6.199062,0.9888931867,-1.954411,3.29415e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.45
243.0,2552.7967,8.20699933,759460500.0,10950300000.0,1.745449e+28,5.43053,23.62453,6.799196,0.990328379,-2.014501,9031074000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.7
176.0,2554.7387,7.46911141,1162681000.0,8673112000.0,4.103358e+28,5.849308,22.02257,5.759036,0.9846608956,-1.8142,6.853492e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.3
170.0,2556.6838,7.33070939,1244718000.0,7955228000.0,4.717178e+28,5.940394,21.73333,5.579224,0.908421564,-1.038207,3.249225e+19,-9.99986,-1.999885,-0.305396,-0.305396,0.25
217.0,2556.982,8.57849328,576860700.0,9656737000.0,1.013642e+28,5.245752,24.4888,7.398283,0.9939018406,-2.214801,258662500000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.95
245.0,2557.0019,8.13119042,798577900.0,10945450000.0,1.942633e+28,5.470466,23.45365,6.684004,0.9898718684,-1.994471,1.82193e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.65
211.0,2563.0908,9.16054533,338562000.0,5244684000.0,3.525041e+27,4.944024,25.91458,8.43236,0.9999825425,-4.758019,1941446000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.25
213.0,2563.1,8.92395019,426412200.0,7145117000.0,5.591824e+27,5.07181,25.3289,8.002551,0.9997796683,-3.656923,11762160000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.15
235.0,2566.6493,8.28130816,721659600.0,10864080000.0,1.610508e+28,5.397677,23.79378,6.914404,0.990328379,-2.014501,4939835000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.75
224.0,2570.0226,8.42838191,648596100.0,10367130000.0,1.307761e+28,5.325017,24.13411,7.149235,0.9911805978,-2.054561,1231513000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.85
147.0,2572.0299,7.16595087,1345846000.0,6401764000.0,5.648418e+28,6.068558,21.39141,5.368811,0.4674002039,-0.273599,2.530452e+20,-9.99986,-1.999884,-0.305396,-0.305396,0.2
228.0,2578.7052,7.88640982,928401700.0,10265810000.0,2.71588e+28,5.60734,22.91314,6.326703,0.98939381,-1.974441,1.729149e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.5
244.0,2580.7082,8.05310528,839419000.0,10782770000.0,2.227128e+28,5.518545,23.27945,6.567677,0.9898718684,-1.994471,4.111581e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.6
227.0,2582.1541,8.35486228,684809300.0,10592030000.0,1.485593e+28,5.36576,23.9631,7.030696,0.990764313,-2.034531,2693314000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.8
211.0,2582.2687,8.82756101,465984700.0,7912463000.0,6.879882e+27,5.128831,25.09186,7.830333,0.9993635883,-3.196262,28496470000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.1
215.0,2583.0385,9.32206897,286677100.0,4157580000.0,2.607003e+27,4.861037,26.31388,8.727883,0.999996954,-5.516272,622823800000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.3
203.0,2589.8468,7.69727302,1032403000.0,9492801000.0,3.416858e+28,5.720105,22.50552,6.063949,0.9888931867,-1.954411,9.653524e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.4
215.0,2590.2516,8.73941077,503900800.0,8603460000.0,8.144979e+27,5.176523,24.87663,7.675051,0.9983992248,-2.79567,64733350000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.05
191.0,2590.7564,7.58959454,1093182000.0,8987022000.0,3.836396e+28,5.786596,22.27658,5.918642,0.9883689334,-1.93438,2.61876e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.35
216.0,2594.636,8.65698594,540708100.0,9185216000.0,9.441988e+27,5.21957,24.67707,7.532087,0.9964937838,-2.455161,146480100000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.0
212.0,2604.0679,9.03258195,384375300.0,6243122000.0,4.84119e+27,5.029277,25.59746,8.199,0.9999163389,-4.077477,6351158000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.2
146.0,2608.0705,7.16581123,1346062000.0,6161764000.0,5.973649e+28,6.083752,21.39127,5.368718,0.4051405499,-0.2255856,3.18205e+20,-9.99986,-1.999884,-0.305396,-0.305396,0.2
240.0,2614.0206,7.97184894,882495900.0,10479150000.0,2.591155e+28,5.57231,23.10001,6.449046,0.98939381,-1.974441,9.924927e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.55
220.0,2616.5783,8.50263656,612715400.0,9972905000.0,1.253962e+28,5.303769,24.30867,7.271266,0.9919577228,-2.094621,782820000000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.9
242.0,2616.9713,8.20698579,759472300.0,10855160000.0,1.927754e+28,5.451665,23.62453,6.799196,0.990328379,-2.014501,1.288993e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.7
215.0,2618.9653,7.79542324,978026100.0,9806444000.0,3.206652e+28,5.671971,22.71613,6.199058,0.9888931867,-1.954411,4.709463e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.45
244.0,2622.0397,8.13117562,798591500.0,10830510000.0,2.14802e+28,5.491742,23.45365,6.684004,0.9898718684,-1.994471,2.594402e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.65
175.0,2625.2236,7.46900578,1162823000.0,8387761000.0,4.576404e+28,5.87347,22.02251,5.759,0.978815871,-1.673989,1.023888e+19,-9.99986,-1.999885,-0.305396,-0.305396,0.3
216.0,2628.8929,8.5784862,576865400.0,9593224000.0,1.13259e+28,5.270319,24.4888,7.398283,0.9929969232,-2.154711,404107600000000.0,-9.99986,-1.999884,-0.305396,-0.305396,0.95
169.0,2629.2717,7.33053736,1244965000.0,7617772000.0,5.278228e+28,5.966314,21.7332,5.57913,0.8791341896,-0.9176965,5.1501e+19,-9.99986,-1.999885,-0.305396,-0.305396,0.25
234.0,2629.5863,8.2812969,721668900.0,10786160000.0,1.774425e+28,5.418385,23.79378,6.914404,0.990328379,-2.014501,7032227000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.75
212.0,2634.1078,8.92394648,426414000.0,7132089000.0,6.237767e+27,5.097611,25.3289,8.002551,0.9997094332,-3.536754,17211400000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.15
223.0,2643.4795,8.42837448,648601600.0,10295910000.0,1.463834e+28,5.349646,24.13411,7.149235,0.9911805978,-2.054561,1894124000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.85
145.0,2643.8092,7.16566598,1346288000.0,5921764000.0,6.309981e+28,6.098715,21.39112,5.368616,0.349686757,-0.1868774,3.950646e+20,-9.99986,-1.999884,-0.305396,-0.305396,0.2
227.0,2647.2155,7.88637733,928436400.0,10074710000.0,3.016431e+28,5.629643,22.91313,6.326698,0.98939381,-1.974441,2.467643e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.5
243.0,2647.5331,8.05308677,839436900.0,10643900000.0,2.467026e+28,5.54023,23.27945,6.567676,0.9898718684,-1.994471,5.864684e+16,-9.99986,-1.999885,-0.305396,-0.305396,0.6
210.0,2649.4157,9.16054309,338562800.0,5240260000.0,4.024491e+27,4.97686,25.91458,8.43236,0.9999747632,-4.597966,3069363000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.25
210.0,2657.3434,8.82755437,465988300.0,7888963000.0,7.715653e+27,5.155333,25.09186,7.830333,0.9991607047,-3.076085,43136930000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.1
202.0,2659.02,7.69722391,1032461000.0,9251876000.0,3.797223e+28,5.743166,22.50551,6.063944,0.9888931867,-1.954411,1.385975e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.4
226.0,2659.8616,8.35485063,684818500.0,10505640000.0,1.672704e+28,5.391569,23.9631,7.030696,0.990764313,-2.034531,4202072000000000.0,-9.99986,-1.999885,-0.305396,-0.305396,0.8
190.0,2659.9679,7.58952075,1093275000.0,8728326000.0,4.263796e+28,5.810064,22.27653,5.91861,0.9883689334,-1.93438,3.805599e+18,-9.99986,-1.999885,-0.305396,-0.305396,0.35
215.0,2660.6866,8.65697673,540713800.0,9129465000.0,1.044099e+28,5.24217,24.67707,7.532086,0.995584411,-2.355011,217514300000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.0
214.0,2662.8491,9.32206748,286677600.0,4155768000.0,2.94446e+27,4.89241,26.31388,8.727883,0.9999956057,-5.357108,962056800000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.3
214.0,2667.3695,8.7394041,503904700.0,8563112000.0,9.159284e+27,5.203252,24.87663,7.675051,0.9978888969,-2.675491,100980200000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.05
211.0,2678.801,9.03257967,384376300.0,6235211000.0,5.421345e+27,5.056442,25.59746,8.199,0.9998896751,-3.957327,9362948000000.0,-9.99986,-1.999885,-0.305396,-0.305396,1.2
239.0,2682.0944,7.97182393,882521300.0,10316310000.0,2.871961e+28,5.594102,23.10001,6.449046,0.98939381,-1.974441,1.410532e+17,-9.99986,-1.999885,-0.305396,-0.305396,0.55
144.0,2682.1114,7.16550894,1346531000.0,5681764000.0,6.686085e+28,6.114703,21.39095,5.3685,0.2780429889,-0.1414887,5.007493e+20,-9.99986,-1.999884,-0.305396,-0.305396,0.2
