initial_mass,ms_age
0.33999997610676547,257083535511.06577
16.999983873236214,10098696.98865705
134.99231586978422,3314356.251415358
1.199999917161744,8161749568.695951
9.999995753877597,23736934.792696353
44.99989497339039,3883021.4408218646
1.4199999021354412,4552074611.84854
6.199999598138606,68389086.26540264
2.6199998250884216,806435204.7525516
4.999999676439452,120231586.1925986
49.99975698670034,3664482.4116515326
119.99168418527918,3360870.552588372
174.97562794621584,3216365.0931150597
1.9999998627773998,1666519487.4200253
1.9599998661782545,1738174496.2913735
33.99993617847282,23403.67008902325
2.2599998475972627,1251269859.5729387
1.7799998812420417,2227124440.7820654
0.3899999725714628,169391379802.34634
2.4399998395223252,1001105966.0068681
25.999956473850485,6374878.826596772
1.6399998878646989,2834905843.696555
0.6999999524070956,49094931413.07416
1.0599999292308526,12476430456.879066
0.2499999822079276,1023462875559.2466
2.5799998281247536,842956978.797648
2.9999998023594534,534246095.77641284
2.139999857115263,1462641641.6903768
3.99999972958249,226279199.97327086
1.2799999140257103,6520150103.958223
2.7599998131730246,690096986.0883752
0.9599999347586782,17609031951.38659
1.8199998775921262,1908871987.2424512
7.199999542259457,47414096.19396512
0.7499999478265367,39691673946.21488
2.0799998622293296,1582164986.814349
1.5599998947679683,3326065554.97912
10.99999451881883,19956195.714422792
0.19999998611062478,1754759873289.1277
1.3399999090515107,5564089621.336829
15.999986507630767,10948367.284649432
74.99794955275507,3511092.657549428
19.99997614241694,8316595.4847152205
149.9818502668722,3274158.0144794756
104.99010736319183,3405334.0936000417
1.1199999240648784,10254203160.261969
0.3099999779591632,481220573899.9902
1.6999998879347986,2546776555.8236823
31.999933914992642,4856673.569297185
144.9840397757959,3288862.615256903
109.98701162039242,3388417.885118309
59.998924545858465,3713320.2750154226
2.4999998344377237,929049208.8393714
2.3199998420872556,1157258452.892363
94.99501915693789,3443092.6296260767
2.599999826674647,824353915.331119
37.999937533418695,4306892.222000277
2.0199998670377743,1639401332.7048943
5.5999996284248885,88734318.03051302
0.799999945954025,32404860314.04065
1.9399998678712045,1785518649.330711
274.95515792513356,3027024.586029653
7.799999493131875,39269525.981140144
0.3599999752959026,208529576278.71307
1.2199999191955175,7707618308.378049
6.399999581558502,63175466.272725925
79.99747640620477,3495846.4939029454
1.3999999038591424,4611107650.075507
1.8799998728183491,1923313159.3744671
1.6599998861140355,2729200878.5315156
0.44999996829974087,124111167100.14018
2.37999983712255,1075285273.4830806
1.0399999308956138,13339797870.953411
0.09999999291980906,5480512151213.423
8.999999421466999,28761225.519161355
2.2399998488767623,1291618411.4725914
2.4599998378996992,758618980.8234421
1.1799999189892965,8656759540.016924
0.3999999729338214,152132045539.22958
1.539999896487015,3468720054.4699144
0.1499999896745037,2970625408545.0244
2.679999819887448,757015404.4631732
7.399999528073145,44328439.32503725
1.3599999072998255,5118836967.52668
1.4799999015214782,3954670358.9849052
4.599999693541018,151143389.83317387
2.1599998555332713,1425135967.2434494
3.5999997616821653,306650589.19968337
2.7399998147543116,707267033.0444945
6.799999550987517,54344496.26938615
0.9399999365246086,18930521117.610126
1.7999998793865912,2138434160.3047633
7.999999483070528,37132712.58545115
0.8499999415722461,26564738894.41508
2.5199998330864792,907729337.9209815
2.2999998439955123,1192136982.491553
1.0999999257757411,10938255567.234922
0.3299999769335195,345518004298.5634
249.9612668260236,3074206.144468571
1.7199998864251578,2454120732.976331
5.3999996447490854,97712621.68550825
2.219999850534461,1318504030.9840033
2.399999835558333,1048328321.3445424
3.7999997460875945,261013050.0173723
4.799999677409389,134440416.3776904
1.5999998913507758,3063442848.694289
6.599999567529006,58482859.0558788
1.0199999294301105,14273827895.557985
1.239999917468835,7283277732.916637
0.2999999789717287,560229517023.1097
1.4599999033230437,4141149033.8707714
2.1799998539783836,1387814701.4034986
0.6499999546538157,61908397375.37965
2.6599998216685434,772398608.3416548
1.3799999055527346,4858896772.298787
2.039999865715167,1626850676.404179
199.97011634887508,3173494.0422432367
1.9199998692743934,1826392379.410278
17.999981640372663,9417788.752389291
299.9486668563325,2973694.2347254674
5.799999612192663,81005504.20655438
224.96728419097485,3121571.788861476
2.7999998097437446,659275472.3058931
89.99590743772882,3455931.7599182543
2.4799998362566327,950062023.7235342
0.34999997605035826,221312507318.23566
7.599999512356728,41671027.09853731
1.1599999204432754,9185851856.468174
0.599999959310577,79316392976.9087
1.7399998845765086,2373297936.2299848
3.3999997774630666,363899735.9631003
27.999950057836948,5973133.425439832
2.539999831272641,884756772.6014006
1.6799998842811958,2634893279.712167
4.399999709400027,171527089.86726895
84.99712086654702,3475834.0344750965
2.359999838892505,1103068415.8529613
2.099999860380803,1543545743.720576
0.3799999734899292,187574906965.10367
2.7199998165091324,719837484.6022439
18.999978861395846,8829674.43338978
1.859999874497012,1977265580.5903766
0.9199999381293152,20362789559.73807
1.519999898201954,3620471636.250655
1.2999999123876123,5994323127.781366
5.999999611209737,74209739.36148982
1.6199998896422878,2948168713.9525814
0.9999999312544968,15294518432.201447
13.999990480119772,13246794.978739891
2.1999998521479696,1354185247.5423193
12.999991909799236,103156.32307663557
5.199999659438492,108547669.36463147
2.419999841196216,1025981273.7639513
2.6399998238736995,790463772.0389044
2.059999864055738,1619216076.3695524
1.5799998930495247,3189455616.104312
69.9966224788429,3534685.24234766
1.899999871163507,1872691317.6275256
21.999970769459363,41067.19029912022
99.99235839671564,3428846.2062402456
1.2599999158290154,6887436368.774791
0.31999997792152907,406606965005.128
2.779999811762609,674922698.3517165
1.4399999049648273,4342966410.323193
0.49999996517075285,104385082987.68219
0.9799999330368635,16404810274.39291
114.98329789036414,3379585.910797183
139.98724485982393,3297145.636548359
29.999941289763548,27288.264365882045
64.99755480826289,3602006.1018198375
4.199999725072134,195287860.6515885
129.99447847471356,3322686.678548449
1.0799999275447245,11513466595.045027
2.559999830021761,865338476.7339904
11.999993304413568,17232668.754837185
3.199999786125575,437415836.1348055
2.3399998404731055,1139078691.6378376
39.99993490941351,4167579.262840941
14.999988357273196,11953428.010993544
54.99956561946858,3848998.203273829
0.3699999743716127,201180052251.6714
1.1399999224840787,9581703041.50863
6.9999995360492795,50682020.89954803
2.2799998455177364,1220692763.2303803
0.5499999621251531,86124641150.81078
1.7599998828587047,2296705578.050041
124.99623271121534,3340338.162484634
1.4999998999955675,3783077686.0511417
1.3199999107937546,5859875208.977839
35.99993368439773,22073.400701825092
1.9799998641872127,1701527085.140726
2.1199998588913354,1509173663.3157372
2.6999998181840854,736953920.3213365
1.8399998759245568,1843319736.698318
23.9999646679599,6864617.079176493
0.8999999398670413,21942423255.276535
