initial_mass,ms_age
0.09999999290916796,3.256986733721496E12
0.14999998959532776,1.8021911608472456E12
0.1999999859912965,1.1407141391915017E12
0.24999998304907164,7.324675581256487E11
0.2999999789322494,3.5731354038574774E11
0.30999997870599655,2.9913891252026825E11
0.3199999779959818,2.3989271782877087E11
0.36999997431109066,1.919963339071871E11
0.3799999738445252,1.7320267036257672E11
0.38999997308619794,1.6513268718335138E11
0.3999999724864196,1.571296589979659E11
0.4499999691671619,1.2119061294430573E11
0.4999999651742524,9.579716352975296E10
0.5499999625865136,7.527535844588774E10
0.5999999593493222,6.357780894386236E10
0.64999995565725,4.912392072504337E10
0.6999999522741635,3.862170280266857E10
0.7499999498628154,3.072475163231103E10
0.7999999454066832,2.475285503353883E10
0.8499999421050762,2.0145416031508907E10
0.8999999406447079,1.6557757061192024E10
0.9199999386853092,1.5346928269267271E10
0.9399999369780679,1.424186206974821E10
0.9599999355457375,1.3231680916819178E10
0.9799999336844084,1.2311382473298212E10
0.9999999320431258,1.1465471475297028E10
1.019999930142331,1.0692428607457302E10
1.0399999283476213,9.984465368845594E9
1.059999929732115,9.33160125569346E9
1.079999928196852,8.73298056333432E9
1.099999926657049,8.187081795214509E9
1.119999924920682,7.676459968463361E9
1.1399999236110943,7.212738000263661E9
1.159999921349142,6.820486942029433E9
1.1799999199622186,6.435108028847006E9
1.1999999180945595,6.079787330501485E9
1.2199999161783452,5.746861799423082E9
1.2399999183338415,5.438360584438976E9
1.2599999165971014,5.15507145713247E9
1.279999915113157,4.8890470847231245E9
1.2999999134281308,4.647525343487613E9
1.31999991144959,4.415728615876999E9
1.3399999101064202,4.199977889931972E9
1.3599999083058705,4.0017877823319826E9
1.3799999064614796,3.8090610053546047E9
1.399999905090829,3.6378888127612777E9
1.4199999033181614,3.4668890152346725E9
1.439999901947024,3.3141224035711036E9
1.459999904125767,3.1638451485604773E9
1.479999902159293,3.030658671744615E9
1.4999999006488511,2.896343398019614E9
1.5199998988960548,2.7750560278536882E9
1.539999897107358,2.6612784544541607E9
1.5599998955708902,2.5516883998148794E9
1.5799998938693864,2.4522615523354115E9
1.599999892474551,2.358088595544303E9
1.6199998906866788,2.2689378710947328E9
1.6399998890067684,2.184708301642797E9
1.6599998908436668,2.1067526857694073E9
1.6799998895889015,2.0321597272089756E9
1.6999998878237124,1.9642669849866192E9
1.719999886464791,1.900398918868625E9
1.7399998848357692,1.8409224096784499E9
1.759999883487936,1.7876314961108427E9
1.7799998818537268,1.7310825553007088E9
1.799999879786379,1.6798301542945597E9
1.819999878144765,1.6370796770799086E9
1.8399998760034775,1.5876243921122265E9
1.8599998746640316,1.5464582356487164E9
1.8799998735953427,1.5109599960135624E9
1.8999998718021704,1.4761315070053525E9
1.9199998704638046,1.4439800901162012E9
1.9399998682161614,1.4100156033646464E9
1.9599998668813559,1.3849949465331373E9
1.9799998656294757,1.3596617531066005E9
1.9999998694251215,1.342747067422018E9
2.0199998671545147,1.399647650301025E9
2.0399998653856932,1.3760892643231997E9
2.059999863701105,1.3399916617569199E9
2.0799998626270493,1.3036054989272614E9
2.0999998604294223,1.270014380038931E9
2.119999858644964,1.2381740384218364E9
2.1399998572327164,1.2087869804983635E9
2.1599998562383202,1.1812257140867264E9
2.179999853927689,1.1520927962653654E9
2.1999998526726254,1.1191599349332864E9
2.219999850708211,1.0921887219068985E9
2.239999849405485,1.064473923979999E9
2.259999847612042,1.0390183634122766E9
2.279999846020811,1.0138809588779699E9
2.299999844308692,9.887077184304363E8
2.3199998423665433,9.68925079000258E8
2.3399998410441913,9.438480198638188E8
2.359999839351206,9.208995747990885E8
2.379999837872609,8.983740338964616E8
2.3999998429979157,8.783255877561272E8
2.419999842279992,8.590069653463111E8
2.439999840745592,8.385973129322215E8
2.45999983887208,8.20805437242726E8
2.4799998369695038,8.001401135659186E8
2.4999998351660984,7.80794049438106E8
2.519999832725739,7.634360943709346E8
2.5399998340566987,7.511646711636411E8
2.5599998326678124,7.305228055881581E8
2.5799998313708374,7.134863315134931E8
2.5999998284001453,7.024772217723339E8
2.6199998234429356,6.825763928117895E8
2.6399998217267857,6.679989863087752E8
2.6599998235375315,6.580769197656646E8
2.679999821934781,6.403409275054926E8
2.6999998201203224,6.278098343221588E8
2.719999818401652,6.171073918878222E8
2.739999817544781,5.986759859480402E8
2.759999819828332,5.871505151487895E8
2.7799998142340843,5.788525838537424E8
2.79999981355823,5.622509862570765E8
2.9999998018025904,4.597096025830688E8
3.1999997926437915,3.8185028950017005E8
3.3999997732818783,3.196095179226805E8
3.599999761597823,2.728261914730695E8
3.7999997542266706,2.3491919770675543E8
3.9999997371577316,2.0479610122836405E8
4.199999717758075,1.8007139269671208E8
4.39999971235558,1.5958904256126115E8
4.599999702865675,1.4236346974723515E8
4.7999996873770385,1.2786645833698134E8
4.999999672751123,1.1567338195315583E8
5.199999655378174,1.0516886443579364E8
5.399999641338426,9.610795284512377E7
5.599999643352798,8.810332171525088E7
5.799999628077988,8.12726311110231E7
5.9999996141149365,7.480511135095839E7
6.199999604601532,6.97117573133494E7
6.399999583124227,6.464566306810701E7
6.599999570688478,6.063838796796841E7
6.799999554195595,5.647089468842972E7
6.999999537645503,5.301353304615827E7
7.199999546465977,5.009543693343144E7
7.399999532373336,4.709863660210878E7
7.599999517109518,4.453806738416315E7
7.79999950217493,4.220154890727029E7
7.999999487249557,4.006769871571274E7
8.999999417441888,3.1733413660835907E7
9.999994416059506,2.6307555716325864E7
10.999992929549098,2.2103132926186018E7
11.999991621791006,1.9094260655534834E7
12.999989885292297,1.6907324318971492E7
13.999987683810893,1.520519447535658E7
14.999986224171021,1.3822753672319613E7
15.999983647337698,1.2665088283637125E7
16.999981339014212,1.1697645920958582E7
17.999977850510348,1.0889376314451173E7
18.999975342986048,1.0205959830207633E7
19.99997185534839,9621233.100823918
21.999965513473448,8673774.129361462
23.999955427812843,7978386.326148517
25.99994708699258,7393310.8795941295
27.999939887201453,6901427.8423604295
29.99992887247309,6516222.002554712
31.999919396806654,6172746.865409617
33.999916845001245,5884737.213687436
35.99990062081202,5631460.11118557
37.99990655335455,4936006.129179661
39.99990973003922,4764609.73991829
44.99988331467792,4838023.160547365
49.99976038193567,4537233.247660559
54.99949513894258,4301807.626645644
59.99873199032803,4116042.170175802
64.99789965553457,3946044.1092340434
69.99664451630201,3812210.9058431755
74.99602252893847,3695455.869979629
79.99824486315894,3596150.498659486
84.99850452842949,3511131.2298721783
89.99807721055865,3428419.917572914
94.99724787035377,3356368.714852583
99.99658403258792,3293046.0822473043
104.99478145581854,3238291.107054827
109.9933331121552,3190064.1838882137
114.99165017150023,3152095.0220474843
119.99709059090581,3123879.5113165816
124.99848850416615,3099857.918131424
129.99778469265968,3077649.5877062306
134.99691576485728,3048148.1447918303
139.99588842269551,3028243.4033673787
144.99362866115192,3004297.929076987
149.99275643200843,2984316.5687656146
174.990237758123,2900275.5292046526
199.9878721849642,2833676.78750654
224.98669880288773,2787011.003826078
249.9840986045245,2743779.9478486404
274.9814795792109,2711059.5819742004
299.98249502295045,2677488.9585823715
